datetime,high,low,open ,close,volume
18-08-2017 21:30,4283.79,4234.54,4234.54,4250.34,45.038824
18-08-2017 22:30,4250.34,4066.53,4250.34,4193.35,62.691466
18-08-2017 23:30,4297.75,4117.41,4171.17,4117.41,25.318654
19-08-2017 00:30,4136.48,4015.7,4086.28,4136.28,60.598026
19-08-2017 01:30,4135,3981.13,4135,4021.11,19.968037
19-08-2017 02:30,4015.4,3938.77,4015.4,3975.69,14.738631
19-08-2017 03:30,4131.83,3938.77,3996.92,4113.75,29.906205
19-08-2017 04:30,4136.48,4085.88,4106.35,4108.37,44.936836
19-08-2017 05:30,4178.31,4084.28,4108.37,4163.49,41.308877
19-08-2017 06:30,4184.69,4143.11,4163.49,4148.53,28.835177
19-08-2017 07:30,4184,4148.53,4148.53,4156.39,18.754474
19-08-2017 08:30,4180,4103.52,4180,4138.55,19.61192
19-08-2017 09:30,4156,4046.26,4138.5,4068.26,17.353232
19-08-2017 10:30,4123.95,4027.83,4123.95,4077,12.514194
19-08-2017 11:30,4082,3986.87,4077,3986.87,51.455431
19-08-2017 12:30,4033.47,3933.21,3969.12,4033.47,31.429222
19-08-2017 13:30,4064.84,3964.08,4033.47,3999,18.006405
19-08-2017 14:30,4082.25,3999,3999,4068.2,5.184223
19-08-2017 15:30,4082,3982.08,4054,4000.58,5.886831
19-08-2017 16:30,4033,3850,4016,3957.6,48.178583
19-08-2017 17:30,4095,3928.89,3945.12,4095,22.230984
19-08-2017 18:30,4100,4035.49,4095,4039.84,12.705664
19-08-2017 19:30,4068.31,4013.7,4066,4042.41,4.334426
19-08-2017 20:30,4063.44,3964.67,4036.59,3972.05,8.244504
19-08-2017 21:30,4049.69,3953.4,4036.19,4000,4.084177
19-08-2017 22:30,4048.99,3976.72,3985,4027.37,3.069548
19-08-2017 23:30,4096,4013.69,4013.69,4086.29,17.148202
20-08-2017 00:30,4103.92,4073.47,4073.47,4076.12,1.623129
20-08-2017 01:30,4103.92,4051.47,4088.71,4075.98,2.98757
20-08-2017 02:30,4149.99,4074.23,4075.98,4074.23,3.952194
20-08-2017 03:30,4141,4090,4090,4139.98,2.358097
20-08-2017 04:30,4139.98,4120.78,4120.78,4139.98,0.052699
20-08-2017 05:30,4139.98,4044,4120.98,4086.09,2.343924
20-08-2017 06:30,4086.09,4052.82,4086.09,4082.53,1.061151
20-08-2017 07:30,4124.69,4082.62,4096.33,4124.69,2.858561
20-08-2017 08:30,4111.26,4094.62,4111.26,4094.62,0.347647
20-08-2017 09:30,4094.62,4091.8,4094.62,4093,0.809243
20-08-2017 10:30,4142.16,4087,4087,4117.41,10.743056
20-08-2017 11:30,4117.41,4081.19,4117.41,4115.41,2.915551
20-08-2017 12:30,4156.56,4081.4,4081.4,4155.87,14.13606
20-08-2017 13:30,4211.08,4032.62,4155.87,4184.73,17.395516
20-08-2017 14:30,4158.61,4155,4155,4155,0.39588
20-08-2017 15:30,4142.41,4109.84,4140,4142.41,0.947044
20-08-2017 16:30,4125.44,4080,4104.68,4106.53,17.281503
20-08-2017 17:30,4125.43,4080,4106.53,4108.47,2.76584
20-08-2017 18:30,4125,4063.35,4125,4063.35,1.258162
20-08-2017 19:30,4096.32,4068.5,4096.32,4096.32,1.46565
20-08-2017 20:30,4125,4100,4100,4125,23.623614
20-08-2017 21:30,4150,4091.59,4125,4131.46,23.366978
20-08-2017 22:30,4138.07,4101.4,4131.46,4129,49.216664
20-08-2017 23:30,4158.61,4116,4129.32,4154.56,48.088875
21-08-2017 00:30,4185.94,4144.85,4154.56,4164.6,49.323
21-08-2017 01:30,4171.62,4116,4161.59,4140.93,53.437635
21-08-2017 02:30,4156.56,4128.75,4140.93,4150,35.727424
21-08-2017 03:30,4169.98,4132.31,4162.59,4169.98,38.098577
21-08-2017 04:30,4171.62,4069.13,4151.14,4086.29,69.475467
21-08-2017 05:30,4119.62,4062.78,4069.13,4108.28,53.091325
21-08-2017 06:30,4114.86,4080.66,4108.28,4094.6,55.969147
21-08-2017 07:30,4109.26,4039,4094.6,4079.94,58.961149
21-08-2017 08:30,4104.68,4048.74,4079.94,4084.76,52.816522
21-08-2017 09:30,4104.68,4047.75,4079.26,4104.68,39.490772
21-08-2017 10:30,4104.68,4011.02,4104.68,4016.9,67.180302
21-08-2017 11:30,4032.01,3953.4,4011.04,3982.96,66.697745
21-08-2017 12:30,4055.92,3970.63,3982.96,4043.63,49.20631
21-08-2017 13:30,4055.92,4010.78,4043.63,4036.3,54.912335
21-08-2017 14:30,4077.07,4035.82,4036.3,4074,3.904708
21-08-2017 15:30,4088.12,4066,4066,4088.1,5.090504
21-08-2017 16:30,4063,4000.01,4063,4023.11,14.970767
21-08-2017 17:30,4023.11,4000,4023.11,4000,6.47768
21-08-2017 18:30,4023.11,3934.43,4000,3951.49,22.207985
21-08-2017 19:30,4023.11,3911.79,3914.59,3989.17,7.695301
21-08-2017 20:30,4022,3920.55,3967.5,4022,7.38183
21-08-2017 21:30,4029.05,3951.26,4005.99,4029.05,7.316543
21-08-2017 22:30,4029.06,3951.26,4019.99,4016.2,5.072528
21-08-2017 23:30,4029.06,3918.8,3997.57,3918.8,3.884477
22-08-2017 00:30,4042.11,3918.8,3918.8,4027.05,8.193382
22-08-2017 01:30,4042.11,3950,4027.05,4025.04,32.108599
22-08-2017 02:30,4070.49,4007.51,4025.04,4039.1,39.356712
22-08-2017 03:30,4041.23,4008.63,4039.1,4041.1,18.792654
22-08-2017 04:30,4031.87,3987.5,4025,4016,10.963783
22-08-2017 05:30,4016,3789.95,4016,3790,60.339017
22-08-2017 06:30,3890.51,3688.97,3790,3700,30.126509
22-08-2017 07:30,3849.98,3689,3700,3849.98,8.334604
22-08-2017 08:30,3862.39,3802.53,3822.5,3862.39,15.885216
22-08-2017 09:30,3868.57,3450.98,3863,3500.8,28.666039
22-08-2017 10:30,3695.62,3400,3500.8,3626.99,14.49939
22-08-2017 11:30,3854.46,3619.95,3619.95,3803,62.096369
22-08-2017 12:30,3803,3733.8,3803,3798.08,61.959721
22-08-2017 13:30,3805.76,3750.08,3798.08,3794.12,36.868111
22-08-2017 14:30,3920.31,3775.01,3794.12,3904.56,76.172178
22-08-2017 15:30,3904.56,3826.12,3904.56,3844.08,59.322181
22-08-2017 16:30,3905.56,3841.18,3844.07,3866.48,49.368766
22-08-2017 17:30,3990.12,3853.53,3866.48,3934.01,75.787584
22-08-2017 18:30,3964.75,3874.35,3949.01,3920.99,38.623871
22-08-2017 19:30,3920.99,3786.81,3874.38,3849,26.182528
22-08-2017 20:30,3921.63,3810.07,3829.5,3858.23,38.764438
22-08-2017 21:30,3952.89,3853.47,3858.23,3905.84,34.779778
22-08-2017 22:30,3998.99,3888.79,3905.84,3943,45.279128
22-08-2017 23:30,4104.82,3944,3944,4043.76,45.132143
23-08-2017 00:30,4101.24,3984.23,4071.22,3984.24,34.344606
23-08-2017 01:30,4061.54,3953.13,3984.5,3960.29,30.512424
23-08-2017 02:30,4038.96,3946.67,3960.29,3946.67,21.285573
23-08-2017 03:30,4046.11,3944.04,3999.96,4002,31.264903
23-08-2017 04:30,4045,3944.03,4009.1,4040,41.089781
23-08-2017 05:30,4077.18,4013.89,4040,4036,23.850037
23-08-2017 06:30,4100,4035.38,4048.1,4100,46.57641
23-08-2017 07:30,4127.99,4049.74,4101.53,4083.72,45.835226
23-08-2017 08:30,4126.99,4050.04,4083.72,4100.41,43.396711
23-08-2017 09:30,4115.87,4054.01,4084.54,4083.6,37.869418
23-08-2017 10:30,4110,4053.18,4084,4053.18,32.819431
23-08-2017 11:30,4099.99,4035.32,4064,4080,35.942493
23-08-2017 12:30,4098.88,4052.49,4089.45,4074.88,35.208261
23-08-2017 13:30,4124,4057,4081.63,4124,37.697918
23-08-2017 14:30,4242.32,4100.15,4123.88,4203.12,40.181197
23-08-2017 15:30,4228.02,4188.63,4208.11,4228.02,24.062874
23-08-2017 16:30,4237.99,4174.09,4203.12,4237.99,33.082033
23-08-2017 17:30,4265.8,4174,4205.98,4215.68,62.63869
23-08-2017 18:30,4230.92,4155,4215.68,4211,81.248254
23-08-2017 19:30,4212.29,4154.51,4166.89,4174,58.313942
23-08-2017 20:30,4226.95,4150.65,4174,4197.05,35.159683
23-08-2017 21:30,4259.58,4197.05,4226.94,4210.03,71.149755
23-08-2017 22:30,4231,4166.27,4220.56,4166.27,39.170494
23-08-2017 23:30,4191.71,4135.38,4166.27,4143.37,31.864933
24-08-2017 00:30,4168.9,4103.51,4143.37,4117.07,32.452403
24-08-2017 01:30,4136.48,4073.41,4136.48,4118.4,42.757657
24-08-2017 02:30,4178.65,4090,4105.25,4090,41.068084
24-08-2017 03:30,4152,4069.8,4090,4114.2,27.138664
24-08-2017 04:30,4169.99,4113.79,4151.88,4114.01,41.651997
24-08-2017 05:30,4154.55,4114.08,4147,4131,30.111736
24-08-2017 06:30,4195,4113.9,4132,4140.91,30.566278
24-08-2017 07:30,4204.55,4131.92,4141.88,4131.92,27.829502
24-08-2017 08:30,4163.59,4085.01,4146.97,4113.58,35.012634
24-08-2017 09:30,4148.19,4090.39,4113.58,4113.98,32.247571
24-08-2017 10:30,4177.64,4113.49,4113.98,4132.09,28.158769
24-08-2017 11:30,4177.18,4131.91,4132.09,4133.42,29.921536
24-08-2017 12:30,4173.99,4133.41,4153.97,4153.32,32.851584
24-08-2017 13:30,4206.88,4153.32,4153.8,4200,32.275428
24-08-2017 14:30,4224,4150,4200,4165.01,38.916346
24-08-2017 15:30,4250.94,4165.01,4166,4173.98,66.494552
24-08-2017 16:30,4215.74,4166.67,4173.98,4202,33.800162
24-08-2017 17:30,4224.64,4136.33,4211.78,4150.89,31.360472
24-08-2017 18:30,4184.48,4148.78,4167.69,4157.74,38.640678
24-08-2017 19:30,4250.9,4157.74,4173.11,4221,52.315975
24-08-2017 20:30,4250.78,4196.01,4235.9,4222,24.680217
24-08-2017 21:30,4250.71,4207.86,4223.06,4215,29.31562
24-08-2017 22:30,4236,4178.22,4225.5,4188.18,27.542633
24-08-2017 23:30,4221,4179.22,4188.18,4221,28.000581
25-08-2017 00:30,4250.77,4206.61,4234,4216.07,26.720524
25-08-2017 01:30,4245,4193.17,4216.1,4193.5,22.598965
25-08-2017 02:30,4234,4205.87,4208.1,4207,23.743291
25-08-2017 03:30,4330.61,4206.11,4207,4326.23,28.537979
25-08-2017 04:30,4371.68,4297.76,4326.24,4316.01,35.77572
25-08-2017 05:30,4369,4310.59,4316.01,4366,48.189784
25-08-2017 06:30,4370,4328.58,4368,4333.01,36.700204
25-08-2017 07:30,4363.71,4328.58,4333.01,4363.71,27.696571
25-08-2017 08:30,4363.71,4295.75,4346.14,4312.69,28.517967
25-08-2017 09:30,4362,4310.2,4312.69,4310.2,30.476973
25-08-2017 10:30,4340,4281.04,4296.63,4281.04,17.86787
25-08-2017 11:30,4333.96,4267.5,4294.79,4302.72,31.839845
25-08-2017 12:30,4335,4300,4302.72,4329,21.324855
25-08-2017 13:30,4354.35,4316.54,4317.81,4332.17,21.362133
25-08-2017 14:30,4352,4332.17,4332.17,4344.56,12.23636
25-08-2017 15:30,4344.56,4298.74,4344.56,4314.33,15.039453
25-08-2017 16:30,4361.28,4313,4331.67,4361.27,25.795114
25-08-2017 17:30,4361.27,4261.13,4361.27,4309.69,110.998609
25-08-2017 18:30,4345,4297.66,4311.69,4312,20.801018
25-08-2017 19:30,4340,4291.52,4303.82,4305,10.610266
25-08-2017 20:30,4422.29,4321.5,4321.5,4394.36,21.796763
25-08-2017 21:30,4453.91,4375.29,4394.36,4447.31,17.78478
25-08-2017 22:30,4424.99,4372.29,4414.01,4402.32,15.893944
25-08-2017 23:30,4449.44,4388.88,4409.44,4449.44,9.302407
26-08-2017 00:30,4420,4284.11,4406.35,4307.17,9.418199
26-08-2017 01:30,4326,4247.48,4326,4286.29,11.559022
26-08-2017 02:30,4336.13,4250.08,4286.29,4288.99,9.574153
26-08-2017 03:30,4365,4288.99,4288.99,4303.37,8.952755
26-08-2017 04:30,4343.18,4280.68,4304.02,4280.68,9.873695
26-08-2017 05:30,4315,4274.33,4280.71,4281,5.1987
26-08-2017 06:30,4315,4282,4305.5,4284,4.259218
26-08-2017 07:30,4305.75,4260.62,4284,4266.04,14.611868
26-08-2017 08:30,4297.94,4228.99,4245.01,4297.94,17.568782
26-08-2017 09:30,4297.94,4271.51,4297.94,4297.94,0.546526
26-08-2017 10:30,4319.67,4252.44,4297.94,4295.75,16.850711
26-08-2017 11:30,4319.7,4280.81,4307.72,4319.7,8.943147
26-08-2017 12:30,4319.7,4297.94,4308.82,4319.7,2.366904
26-08-2017 13:30,4319.7,4318.74,4319.7,4319.7,1.611675
26-08-2017 14:30,4318.74,4260.88,4318.74,4274.84,14.725799
26-08-2017 15:30,4317.99,4289.12,4289.12,4292.8,6.291791
26-08-2017 16:30,4317.99,4287.79,4307.5,4288.72,13.523816
26-08-2017 17:30,4306.74,4234.42,4288.72,4243.98,15.687533
26-08-2017 18:30,4295,4221.14,4260.41,4261.89,9.437559
26-08-2017 19:30,4274,4242.04,4258.53,4274,4.299722
26-08-2017 20:30,4275,4246.96,4274,4275,5.23017
26-08-2017 21:30,4275,4212.41,4275,4265.97,10.517696
26-08-2017 22:30,4272.99,4230.02,4265.97,4255.19,8.880594
26-08-2017 23:30,4273,4236.51,4255.19,4272,5.581725
27-08-2017 00:30,4351.32,4258.51,4272,4293.52,22.451093
27-08-2017 01:30,4335.06,4279,4293.52,4333.56,10.696855
27-08-2017 02:30,4345,4288.1,4345,4313.98,12.215516
27-08-2017 03:30,4330,4288.09,4323.06,4300,8.406972
27-08-2017 04:30,4367,4288.09,4288.1,4337.44,8.203696
27-08-2017 05:30,4368.2,4315.52,4332.51,4354,18.541335
27-08-2017 06:30,4383.03,4338.93,4339,4379.32,19.411818
27-08-2017 07:30,4400,4368.1,4379.5,4368.1,10.683409
27-08-2017 08:30,4379.24,4314.91,4379.24,4314.91,14.343826
27-08-2017 09:30,4370.85,4303.02,4329.19,4328,12.739895
27-08-2017 10:30,4342.19,4293.42,4328,4320.52,13.12702
27-08-2017 11:30,4344.9,4314.89,4314.9,4314.9,13.076941
27-08-2017 12:30,4342.96,4298.75,4335.11,4313.84,8.534343
27-08-2017 13:30,4352.34,4302.12,4331.29,4302.14,16.116807
27-08-2017 14:30,4345.81,4302.11,4323.9,4320.81,12.868744
27-08-2017 15:30,4330,4285.56,4330,4302.73,13.820714
27-08-2017 16:30,4344.99,4285.8,4323.87,4323.37,14.332417
27-08-2017 17:30,4340,4298.66,4340,4298.66,11.000033
27-08-2017 18:30,4333.68,4285.54,4314.11,4312.69,11.898816
27-08-2017 19:30,4324.36,4295.89,4312.69,4312.19,5.183741
27-08-2017 20:30,4335,4295.28,4312.19,4325,7.194834
27-08-2017 21:30,4339.99,4290.01,4290.01,4306,10.847071
27-08-2017 22:30,4370.92,4306.01,4339.99,4340,21.115132
27-08-2017 23:30,4370.92,4335,4369,4368.41,5.624452
28-08-2017 00:30,4386.78,4327.62,4370.42,4368.41,34.524605
28-08-2017 01:30,4386.79,4336.12,4336.12,4345,29.236913
28-08-2017 02:30,4386,4336.09,4386,4370,16.746505
28-08-2017 03:30,4371.42,4315.16,4350,4315.16,11.039354
28-08-2017 04:30,4367.4,4309.6,4367.4,4310.01,18.68386
28-08-2017 05:30,4326.99,4282.2,4310.01,4282.2,29.532451
28-08-2017 06:30,4317.2,4265.45,4282.2,4280.04,26.815334
28-08-2017 07:30,4330.36,4258.78,4280.04,4295,7.809995
28-08-2017 08:30,4310,4239.36,4295,4239.37,9.137575
28-08-2017 09:30,4252.76,4124.54,4239.36,4227,39.354378
28-08-2017 10:30,4251.92,4150.1,4251.92,4169.01,21.490094
28-08-2017 11:30,4282.07,4199.01,4223.8,4221.04,16.856597
28-08-2017 12:30,4297.11,4207.42,4221.04,4261.9,16.696129
28-08-2017 13:30,4305,4239.15,4261.9,4252.7,22.834958
28-08-2017 14:30,4298.83,4226.93,4252.7,4227,18.001161
28-08-2017 15:30,4317.21,4240,4240,4290.77,36.987361
28-08-2017 16:30,4365.4,4288.07,4290.77,4308,43.898554
28-08-2017 17:30,4347,4271.86,4309,4280,34.096299
28-08-2017 18:30,4347,4279.82,4280,4347,20.362853
28-08-2017 19:30,4320.9,4279.82,4295.32,4291.13,32.232606
28-08-2017 20:30,4315,4271.03,4291.13,4273.59,35.166793
28-08-2017 21:30,4341.99,4273.59,4317.2,4322.65,23.266611
28-08-2017 22:30,4370.45,4313.66,4322.65,4324.67,41.915697
28-08-2017 23:30,4362.99,4307.22,4324.64,4312.7,18.666938
29-08-2017 00:30,4361.37,4312.69,4312.69,4321.65,23.376431
29-08-2017 01:30,4339.8,4290.18,4321.65,4312.43,13.371582
29-08-2017 02:30,4349.98,4312.43,4312.43,4331.47,20.517059
29-08-2017 03:30,4399.82,4331.45,4346.76,4353.32,22.749447
29-08-2017 04:30,4386.69,4350.7,4353.32,4386.69,28.704713
29-08-2017 05:30,4386.68,4331.46,4353.65,4349.44,20.287086
29-08-2017 06:30,4386.69,4331.47,4349.44,4349.54,20.222747
29-08-2017 07:30,4359.99,4314.35,4349.55,4314.78,17.146541
29-08-2017 08:30,4383.99,4315.93,4359.99,4376.99,21.2057
29-08-2017 09:30,4383.98,4358.5,4363.48,4363.16,27.492272
29-08-2017 10:30,4404.05,4343.49,4363.16,4356.76,30.538295
29-08-2017 11:30,4389.49,4343.48,4356.76,4363.21,30.45445
29-08-2017 12:30,4404.07,4313.55,4389.44,4329.02,39.971942
29-08-2017 13:30,4382.99,4328.12,4328.12,4352.52,25.94743
29-08-2017 14:30,4379.99,4329.59,4352.52,4367.4,30.624444
29-08-2017 15:30,4368.47,4329.57,4367.4,4346.86,11.083362
29-08-2017 16:30,4417.61,4333.2,4346.86,4368.5,20.396193
29-08-2017 17:30,4436.94,4347.59,4368.5,4408.08,41.237112
29-08-2017 18:30,4625.85,4408.09,4417.07,4580,34.373514
29-08-2017 19:30,4599.96,4530.87,4581.61,4545.87,19.220643
29-08-2017 20:30,4597.97,4545.75,4545.86,4570,33.933302
29-08-2017 21:30,4584,4503.92,4569.65,4503.92,30.890227
29-08-2017 22:30,4555.55,4496.95,4505,4555.55,36.10073
29-08-2017 23:30,4555.54,4511.45,4533.47,4536.63,25.692199
30-08-2017 00:30,4555.55,4521.01,4536.64,4555.55,34.531074
30-08-2017 01:30,4597,4535.09,4540,4577.54,13.587935
30-08-2017 02:30,4624.99,4550.09,4563.5,4618.93,25.897683
30-08-2017 03:30,4618.92,4564.77,4618.92,4591.88,4.539268
30-08-2017 04:30,4619.6,4564.81,4590,4587.48,8.170879
30-08-2017 05:30,4599.78,4527.45,4564.52,4575.23,26.272797
30-08-2017 06:30,4619.99,4576.22,4576.23,4597.55,45.780881
30-08-2017 07:30,4615.55,4565.33,4597.54,4604.12,25.84694
30-08-2017 08:30,4618.3,4582.6,4586.66,4583.61,21.524412
30-08-2017 09:30,4625,4579.61,4600,4579.61,44.07068
30-08-2017 10:30,4617,4558.89,4599.52,4590.49,34.419046
30-08-2017 11:30,4647.51,4575.55,4590.49,4588,39.341436
30-08-2017 12:30,4632,4550.01,4588,4550.02,31.720289
30-08-2017 13:30,4597,4542.42,4550,4552.69,22.727698
30-08-2017 14:30,4589.77,4482,4566.35,4482,30.342395
30-08-2017 15:30,4538.09,4416.01,4502.17,4477.1,80.929427
30-08-2017 16:30,4569,4470.23,4538.09,4498.35,42.152308
30-08-2017 17:30,4592.76,4416.16,4537,4570,52.59406
30-08-2017 18:30,4588,4532.5,4561.06,4585.31,40.357743
30-08-2017 19:30,4589.67,4531.48,4584,4558.16,33.248825
30-08-2017 20:30,4575.18,4516.95,4549.08,4546.77,36.812853
30-08-2017 21:30,4598.08,4546.74,4555,4589.99,28.328046
30-08-2017 22:30,4600,4546.74,4546.75,4600,21.985947
30-08-2017 23:30,4609.92,4556,4590.01,4556,13.833165
31-08-2017 00:30,4574.3,4532.8,4554.07,4536.82,20.69812
31-08-2017 01:30,4571.87,4516.87,4536.82,4547.74,17.613702
31-08-2017 02:30,4565,4531.53,4547.74,4547.26,24.531157
31-08-2017 03:30,4579.91,4547.24,4561.69,4547.9,32.289173
31-08-2017 04:30,4579.85,4547.81,4547.91,4555.14,41.047671
31-08-2017 05:30,4579.99,4555.14,4555.14,4569.66,33.39053
31-08-2017 06:30,4605.99,4569.65,4579.99,4574.8,27.075165
31-08-2017 07:30,4600,4569.6,4574.8,4596.54,32.123325
31-08-2017 08:30,4606,4592.19,4596.54,4593.66,17.061861
31-08-2017 09:30,4609,4586.49,4596.54,4591.56,38.738009
31-08-2017 10:30,4628.12,4578.17,4592.92,4598.54,10.51493
31-08-2017 11:30,4613,4572.99,4600,4572.99,32.272962
31-08-2017 12:30,4603.34,4572.64,4572.99,4592.16,21.473024
31-08-2017 13:30,4615,4578,4603.58,4586.51,24.18558
31-08-2017 14:30,4613.6,4572.64,4572.64,4583.02,22.892933
31-08-2017 15:30,4678.57,4583.02,4596.52,4632.96,32.970735
31-08-2017 16:30,4675,4631.41,4632.97,4656.67,31.825563
31-08-2017 17:30,4674.97,4631.41,4674.97,4673.87,43.410017
31-08-2017 18:30,4685.55,4632.87,4673.87,4685.55,24.897004
31-08-2017 19:30,4685.55,4649.69,4685.55,4685.55,20.190571
31-08-2017 20:30,4685.17,4648.82,4657.76,4648.82,18.499603
31-08-2017 21:30,4685.56,4638.98,4648.82,4684.98,16.270784
31-08-2017 22:30,4684.98,4638.98,4684.98,4650.55,7.159727
31-08-2017 23:30,4717.45,4650.56,4683.9,4700.13,18.489213
01-09-2017 00:30,4745.42,4678.78,4703.02,4698.77,24.883439
01-09-2017 01:30,4717.42,4673.1,4688.47,4673.14,13.148827
01-09-2017 02:30,4724.71,4666.84,4685.5,4724.71,16.740692
01-09-2017 03:30,4700,4666.84,4685.03,4697,16.74069
01-09-2017 04:30,4724.89,4683.36,4699,4724.89,12.001618
01-09-2017 05:30,4745.35,4689.89,4689.89,4721.05,15.711673
01-09-2017 06:30,4766.99,4701.11,4730.05,4725,28.111344
01-09-2017 07:30,4767,4723,4740.99,4735.96,15.140693
01-09-2017 08:30,4767,4713.67,4767,4714.73,16.684268
01-09-2017 09:30,4734.99,4672,4714.73,4672,40.823528
01-09-2017 10:30,4688.96,4654.88,4672,4664.14,8.746669
01-09-2017 11:30,4696.99,4656.3,4664.14,4666.66,14.171554
01-09-2017 12:30,4713.8,4666.66,4666.66,4707.5,37.484383
01-09-2017 13:30,4762.99,4708.09,4715,4749.99,35.028762
01-09-2017 14:30,4750,4731,4731.01,4742.46,34.771839
01-09-2017 15:30,4778.19,4735.98,4739.33,4761.42,27.300415
01-09-2017 16:30,4798.46,4725.88,4761.42,4775,33.865639
01-09-2017 17:30,4793,4736.35,4775,4793,8.029873
01-09-2017 18:30,4839.92,4775.99,4783,4777.02,14.1
01-09-2017 19:30,4788,4725.81,4777.02,4725.81,21.605461
01-09-2017 20:30,4804.12,4746.94,4748.46,4803.83,25.152378
01-09-2017 21:30,4803.83,4746.94,4756.46,4780.8,29.92371
01-09-2017 22:30,4794.97,4738.94,4776.93,4792.97,23.412875
01-09-2017 23:30,4811.82,4739.08,4792.97,4771.08,18.353034
02-09-2017 00:30,4815.67,4752.77,4758.67,4813.24,25.262004
02-09-2017 01:30,4819.67,4776.15,4808.79,4819.67,19.796934
02-09-2017 02:30,4859.44,4770.63,4819.65,4770.63,23.988148
02-09-2017 03:30,4857.6,4760.01,4760.01,4843.17,14.685877
02-09-2017 04:30,4885.55,4796.16,4844.24,4834.91,28.515305
02-09-2017 05:30,4885.55,4784.43,4796.16,4885.55,21.532721
02-09-2017 06:30,4932.38,4850.01,4885.55,4932.38,45.474996
02-09-2017 07:30,4939.19,4837.49,4932.38,4839.96,30.984318
02-09-2017 08:30,4850,4764.88,4839.96,4788.07,47.546493
02-09-2017 09:30,4814.49,4765.01,4765.01,4794.11,20.9504
02-09-2017 10:30,4814.44,4473.35,4797.45,4473.35,61.955495
02-09-2017 11:30,4732.86,4473.35,4493,4696.44,66.739179
02-09-2017 12:30,4780,4652.13,4732.85,4697.71,29.124534
02-09-2017 13:30,4709.4,4549.78,4701.02,4628.86,46.816561
02-09-2017 14:30,4660.29,4549.77,4628.9,4604.02,34.027855
02-09-2017 15:30,4654.73,4556.71,4604.01,4625.56,43.2785
02-09-2017 16:30,4688.66,4617.95,4634.95,4630.01,18.11696
02-09-2017 17:30,4675,4516.17,4669.75,4604.97,46.381532
02-09-2017 18:30,4637.56,4569.65,4604.97,4618.39,21.950267
02-09-2017 19:30,4618.39,4418.22,4618.39,4483.94,53.057107
02-09-2017 20:30,4483.62,4354.61,4433.58,4460.19,65.915579
02-09-2017 21:30,4508.96,4377.43,4465.12,4439,48.470317
02-09-2017 22:30,4545.76,4377.44,4443,4530.01,36.504369
02-09-2017 23:30,4554.98,4480.81,4554.98,4486.06,31.20194
03-09-2017 00:30,4509.96,4428.66,4486.06,4509.77,23.438896
03-09-2017 01:30,4509.96,4286.87,4509.77,4351.19,57.065876
03-09-2017 02:30,4414.59,4286.87,4351.28,4299.53,25.71493
03-09-2017 03:30,4492.88,4299.47,4398.49,4405,24.656166
03-09-2017 04:30,4508.5,4392.72,4439.92,4472.14,28.243604
